Lap,Metric,Task,Value,Unit
All,99th percentile latency,term,12676.418624470534,ms
All,99.9th percentile latency,term,12763.609743408597,ms
All,100th percentile latency,term,12770.293435023632,ms
All,50th percentile service time,term,12.343848997261375,ms
All,90th percentile service time,term,16.362018292420544,ms
All,99th percentile service time,term,33.37636636424576,ms
All,99.9th percentile service time,term,49.02133269599355,ms
All,100th percentile service time,term,56.26977499923669,ms
All,error rate,term,0.00,%
All,Min Throughput,phrase,65.34,ops/s
All,Median Throughput,phrase,66.68,ops/s
All,Max Throughput,phrase,66.95,ops/s
All,50th percentile latency,phrase,10012.698432517936,ms
All,90th percentile latency,phrase,13971.303638123209,ms
All,99th percentile latency,phrase,14958.366352691373,ms
All,99.9th percentile latency,phrase,15069.6331889086,ms
All,100th percentile latency,phrase,15078.333383018617,ms
All,50th percentile service time,phrase,13.653864007210359,ms
All,90th percentile service time,phrase,17.67411401087884,ms
All,99th percentile service time,phrase,39.71374441345688,ms
All,99.9th percentile service time,phrase,50.74599434534418,ms
All,100th percentile service time,phrase,61.5475439990405,ms
All,error rate,phrase,0.00,%
All,Min Throughput,country_agg_uncached,3.35,ops/s
All,Median Throughput,country_agg_uncached,3.35,ops/s
All,Max Throughput,country_agg_uncached,3.38,ops/s
All,50th percentile latency,country_agg_uncached,24799.320819511195,ms
All,90th percentile latency,country_agg_uncached,28602.20580692112,ms
All,99th percentile latency,country_agg_uncached,29676.84330682474,ms
All,100th percentile latency,country_agg_uncached,29830.554452026263,ms
All,50th percentile service time,country_agg_uncached,292.4440930073615,ms
All,90th percentile service time,country_agg_uncached,355.2389359101653,ms
All,99th percentile service time,country_agg_uncached,384.46919979614927,ms
All,100th percentile service time,country_agg_uncached,428.63605098682456,ms
All,error rate,country_agg_uncached,0.00,%
All,Min Throughput,country_agg_cached,67.84,ops/s
All,Median Throughput,country_agg_cached,70.38,ops/s
All,Max Throughput,country_agg_cached,71.27,ops/s
All,50th percentile latency,country_agg_cached,4227.5696665019495,ms
All,90th percentile latency,country_agg_cached,5691.563019700698,ms
All,99th percentile latency,country_agg_cached,5949.118909011886,ms
All,99.9th percentile latency,country_agg_cached,5995.423004790238,ms
All,100th percentile latency,country_agg_cached,5999.123115005204,ms
All,50th percentile service time,country_agg_cached,12.69690900517162,ms
All,90th percentile service time,country_agg_cached,16.5860525041353,ms
All,99th percentile service time,country_agg_cached,35.95545675343601,ms
All,99.9th percentile service time,country_agg_cached,48.04964829434183,ms
All,100th percentile service time,country_agg_cached,48.884124000323936,ms
All,error rate,country_agg_cached,0.00,%
All,Min Throughput,scroll,17.92,pages/s
All,Median Throughput,scroll,18.05,pages/s
All,Max Throughput,scroll,18.12,pages/s
All,50th percentile latency,scroll,97337.40236649464,ms
All,90th percentile latency,scroll,115138.39388829656,ms
All,99th percentile latency,scroll,118427.1066221458,ms
All,100th percentile latency,scroll,118767.55417499226,ms
All,50th percentile service time,scroll,1387.8007124876603,ms
All,90th percentile service time,scroll,1535.8444084995426,ms
All,99th percentile service time,scroll,1735.954376535956,ms
All,100th percentile service time,scroll,1769.1067600098904,ms
All,error rate,scroll,0.00,%
All,Min Throughput,expression,1.74,ops/s
All,Median Throughput,expression,1.76,ops/s
All,Max Throughput,expression,1.78,ops/s
All,50th percentile latency,expression,17692.640461493284,ms
All,90th percentile latency,expression,18738.53136409889,ms
All,99th percentile latency,expression,19894.120630937978,ms
All,100th percentile latency,expression,19978.79384199041,ms
All,50th percentile service time,expression,529.2897945037112,ms
All,90th percentile service time,expression,615.6713453063276,ms
All,99th percentile service time,expression,686.3190819724699,ms
All,100th percentile service time,expression,761.1307059996761,ms
All,error rate,expression,0.00,%
All,Min Throughput,painless_static,1.28,ops/s
All,Median Throughput,painless_static,1.29,ops/s
All,Max Throughput,painless_static,1.30,ops/s
All,50th percentile latency,painless_static,27336.725397181,ms
All,90th percentile latency,painless_static,32990.14742758591,ms
All,99th percentile latency,painless_static,34341.83496709709,ms
All,100th percentile latency,painless_static,34562.5877166749,ms
All,50th percentile service time,painless_static,770.8329609886277,ms
All,90th percentile service time,painless_static,886.8861361144809,ms
All,99th percentile service time,painless_static,1017.7595394282258,ms
All,100th percentile service time,painless_static,1137.4513709743042,ms
All,error rate,painless_static,0.00,%
All,Min Throughput,painless_dynamic,1.35,ops/s
All,Median Throughput,painless_dynamic,1.35,ops/s
All,Max Throughput,painless_dynamic,1.37,ops/s
All,50th percentile latency,painless_dynamic,18855.04413898161,ms
All,90th percentile latency,painless_dynamic,19488.55194769567,ms
All,99th percentile latency,painless_dynamic,19578.843955472694,ms
All,100th percentile latency,painless_dynamic,19601.837148336926,ms
All,50th percentile service time,painless_dynamic,689.3162019987358,ms
All,90th percentile service time,painless_dynamic,900.2236883010482,ms
All,99th percentile service time,painless_dynamic,995.5325992923467,ms
All,100th percentile service time,painless_dynamic,1088.2543470070232,ms
All,error rate,painless_dynamic,0.00,%
All,error rate,large_terms,0.00,%
All,Min Throughput,large_filtered_terms,0.77,ops/s
All,Median Throughput,large_filtered_terms,0.78,ops/s
All,Max Throughput,large_filtered_terms,0.79,ops/s
All,50th percentile latency,large_filtered_terms,198001.34817550133,ms
All,90th percentile latency,large_filtered_terms,229518.34662149486,ms
All,99th percentile latency,large_filtered_terms,236815.16030292318,ms
All,100th percentile latency,large_filtered_terms,237536.7957490089,ms
All,50th percentile service time,large_filtered_terms,1328.875518986024,ms
All,90th percentile service time,large_filtered_terms,1439.3105322815245,ms
All,99th percentile service time,large_filtered_terms,1518.8620742823698,ms
All,100th percentile service time,large_filtered_terms,1574.3820929783396,ms
All,error rate,large_filtered_terms,0.00,%
All,Min Throughput,large_prohibited_terms,0.80,ops/s
All,Median Throughput,large_prohibited_terms,0.81,ops/s
All,Max Throughput,large_prohibited_terms,0.81,ops/s
All,50th percentile latency,large_prohibited_terms,185661.10135200142,ms
All,90th percentile latency,large_prohibited_terms,213863.76378711138,ms
All,99th percentile latency,large_prohibited_terms,220390.39810425224,ms
All,100th percentile latency,large_prohibited_terms,221132.8799110197,ms
All,50th percentile service time,large_prohibited_terms,1215.6100570136914,ms
All,90th percentile service time,large_prohibited_terms,1318.1310346146347,ms
All,99th percentile service time,large_prohibited_terms,1390.146495854715,ms
All,100th percentile service time,large_prohibited_terms,1420.8189600030892,ms
All,error rate,large_prohibited_terms,0.00,%
