Lap,Metric,Task,Value,Unit
All,50th percentile service time,term,12.16223200026434,ms
All,90th percentile service time,term,17.148843384347856,ms
All,99th percentile service time,term,34.733724873804015,ms
All,99.9th percentile service time,term,58.299005558656596,ms
All,100th percentile service time,term,64.19367698254064,ms
All,error rate,term,0.00,%
All,Min Throughput,phrase,65.05,ops/s
All,Median Throughput,phrase,65.94,ops/s
All,Max Throughput,phrase,66.86,ops/s
All,50th percentile latency,phrase,10213.300596995396,ms
All,90th percentile latency,phrase,14508.544188700034,ms
All,99th percentile latency,phrase,15446.036113086448,ms
All,99.9th percentile latency,phrase,15537.878573764989,ms
All,100th percentile latency,phrase,15546.852352010319,ms
All,50th percentile service time,phrase,14.284778488217853,ms
All,90th percentile service time,phrase,18.806930305436254,ms
All,99th percentile service time,phrase,37.41610293538541,ms
All,99.9th percentile service time,phrase,56.57459716676444,ms
All,100th percentile service time,phrase,63.14618099713698,ms
All,error rate,phrase,0.00,%
All,Min Throughput,country_agg_uncached,1.76,ops/s
All,Median Throughput,country_agg_uncached,1.77,ops/s
All,Max Throughput,country_agg_uncached,1.77,ops/s
All,50th percentile latency,country_agg_uncached,91808.04355349392,ms
All,90th percentile latency,country_agg_uncached,106460.55578562082,ms
All,99th percentile latency,country_agg_uncached,109787.18783433287,ms
All,100th percentile latency,country_agg_uncached,110176.72782100271,ms
All,50th percentile service time,country_agg_uncached,552.9699470062042,ms
All,90th percentile service time,country_agg_uncached,606.7965147842187,ms
All,99th percentile service time,country_agg_uncached,653.6786467413192,ms
All,100th percentile service time,country_agg_uncached,781.9718300015666,ms
All,error rate,country_agg_uncached,0.00,%
All,Min Throughput,country_agg_cached,70.40,ops/s
All,Median Throughput,country_agg_cached,72.05,ops/s
All,Max Throughput,country_agg_cached,74.09,ops/s
All,50th percentile latency,country_agg_cached,3984.770296505303,ms
All,90th percentile latency,country_agg_cached,5062.9019211104605,ms
All,99th percentile latency,country_agg_cached,5206.102903475694,ms
All,99.9th percentile latency,country_agg_cached,5233.636759426794,ms
All,100th percentile latency,country_agg_cached,5235.402440011967,ms
All,50th percentile service time,country_agg_cached,11.893761504325084,ms
All,90th percentile service time,country_agg_cached,16.064554819604382,ms
All,99th percentile service time,country_agg_cached,34.74501448130468,ms
All,99.9th percentile service time,country_agg_cached,49.59199598641371,ms
All,100th percentile service time,country_agg_cached,75.79275101306848,ms
All,error rate,country_agg_cached,0.00,%
All,Min Throughput,scroll,17.74,pages/s
All,Median Throughput,scroll,17.84,pages/s
All,Max Throughput,scroll,17.87,pages/s
All,50th percentile latency,scroll,101234.1421434976,ms
All,90th percentile latency,scroll,118716.97024478053,ms
All,99th percentile latency,scroll,123223.01361042104,ms
All,100th percentile latency,scroll,123692.75578300585,ms
All,50th percentile service time,scroll,1397.9094560199883,ms
All,90th percentile service time,scroll,1520.1300171756884,ms
All,99th percentile service time,scroll,1715.0414769304916,ms
All,100th percentile service time,scroll,1716.551219986286,ms
All,error rate,scroll,0.00,%
All,Min Throughput,expression,1.21,ops/s
All,Median Throughput,expression,1.21,ops/s
All,Max Throughput,expression,1.22,ops/s
All,50th percentile latency,expression,81218.04047300247,ms
All,90th percentile latency,expression,94400.711713708,ms
All,99th percentile latency,expression,97318.29221766297,ms
All,100th percentile latency,expression,97718.73144200072,ms
All,50th percentile service time,expression,803.5027729929425,ms
All,90th percentile service time,expression,933.7355423980626,ms
All,99th percentile service time,expression,1060.549220686371,ms
All,100th percentile service time,expression,1072.0725919818506,ms
All,error rate,expression,0.00,%
All,Min Throughput,painless_static,0.85,ops/s
All,Median Throughput,painless_static,0.85,ops/s
All,Max Throughput,painless_static,0.86,ops/s
All,50th percentile latency,painless_static,126606.01962418878,ms
All,90th percentile latency,painless_static,148894.10793037387,ms
All,99th percentile latency,painless_static,153245.12011429557,ms
All,100th percentile latency,painless_static,153727.986370679,ms
All,50th percentile service time,painless_static,1170.2421760128345,ms
All,90th percentile service time,painless_static,1319.8456023819745,ms
All,99th percentile service time,painless_static,1419.8281405383027,ms
All,100th percentile service time,painless_static,1501.1109559854958,ms
All,error rate,painless_static,0.00,%
All,Min Throughput,painless_dynamic,0.80,ops/s
All,Median Throughput,painless_dynamic,0.80,ops/s
All,Max Throughput,painless_dynamic,0.80,ops/s
All,50th percentile latency,painless_dynamic,147010.97672217293,ms
All,90th percentile latency,painless_dynamic,170488.9495069685,ms
All,99th percentile latency,painless_dynamic,175757.49241844896,ms
All,100th percentile latency,painless_dynamic,176391.74305766937,ms
All,50th percentile service time,painless_dynamic,1262.1856304904213,ms
All,90th percentile service time,painless_dynamic,1400.9894563117996,ms
All,99th percentile service time,painless_dynamic,1546.384463914438,ms
All,100th percentile service time,painless_dynamic,1687.3807510128245,ms
All,error rate,painless_dynamic,0.00,%
All,error rate,large_terms,0.00,%
All,Min Throughput,large_filtered_terms,0.75,ops/s
All,Median Throughput,large_filtered_terms,0.76,ops/s
All,Max Throughput,large_filtered_terms,0.76,ops/s
All,50th percentile latency,large_filtered_terms,205921.35791449982,ms
All,90th percentile latency,large_filtered_terms,236595.4300071171,ms
All,99th percentile latency,large_filtered_terms,243308.2873211222,ms
All,100th percentile latency,large_filtered_terms,244061.0680860118,ms
All,50th percentile service time,large_filtered_terms,1275.05908049352,ms
All,90th percentile service time,large_filtered_terms,1356.6544190922286,ms
All,99th percentile service time,large_filtered_terms,1429.492050049594,ms
All,100th percentile service time,large_filtered_terms,1485.2607329958118,ms
All,error rate,large_filtered_terms,0.00,%
All,Min Throughput,large_prohibited_terms,0.81,ops/s
All,Median Throughput,large_prohibited_terms,0.81,ops/s
All,Max Throughput,large_prohibited_terms,0.81,ops/s
All,50th percentile latency,large_prohibited_terms,183033.47801297787,ms
All,90th percentile latency,large_prohibited_terms,212009.68224528478,ms
All,99th percentile latency,large_prohibited_terms,219221.75361419126,ms
All,100th percentile latency,large_prohibited_terms,220027.37207498285,ms
All,50th percentile service time,large_prohibited_terms,1228.1394629972056,ms
All,90th percentile service time,large_prohibited_terms,1325.6433592992835,ms
All,99th percentile service time,large_prohibited_terms,1372.8028531206655,ms
All,100th percentile service time,large_prohibited_terms,1378.5603090072982,ms
All,error rate,large_prohibited_terms,0.00,%
