Lap,Metric,Task,Value,Unit
All,Max Throughput,expression,1.23,ops/s
All,50th percentile latency,expression,78907.97298250254,ms
All,90th percentile latency,expression,90862.45158928796,ms
All,99th percentile latency,expression,93543.79203736782,ms
All,100th percentile latency,expression,93825.57656499557,ms
All,50th percentile service time,expression,798.1840220018057,ms
All,90th percentile service time,expression,876.087164299679,ms
All,99th percentile service time,expression,971.0330268205146,ms
All,100th percentile service time,expression,1012.0717760000844,ms
All,error rate,expression,0.00,%
All,Min Throughput,painless_static,0.87,ops/s
All,Median Throughput,painless_static,0.87,ops/s
All,Max Throughput,painless_static,0.88,ops/s
All,50th percentile latency,painless_static,120457.42775617691,ms
All,90th percentile latency,painless_static,137698.75219706737,ms
All,99th percentile latency,painless_static,141388.00365554052,ms
All,100th percentile latency,painless_static,141864.56739966525,ms
All,50th percentile service time,painless_static,1110.4528200085042,ms
All,90th percentile service time,painless_static,1233.0951016891051,ms
All,99th percentile service time,painless_static,1314.1894474739095,ms
All,100th percentile service time,painless_static,1363.4826840134338,ms
All,error rate,painless_static,0.00,%
All,Min Throughput,painless_dynamic,0.81,ops/s
All,Median Throughput,painless_dynamic,0.82,ops/s
All,Max Throughput,painless_dynamic,0.82,ops/s
All,50th percentile latency,painless_dynamic,139992.74172616424,ms
All,90th percentile latency,painless_dynamic,161845.18950876663,ms
All,99th percentile latency,painless_dynamic,167071.2054242188,ms
All,100th percentile latency,painless_dynamic,167694.462484651,ms
All,50th percentile service time,painless_dynamic,1209.569435508456,ms
All,90th percentile service time,painless_dynamic,1323.4350784041453,ms
All,99th percentile service time,painless_dynamic,1416.8609667950668,ms
All,100th percentile service time,painless_dynamic,1583.9757199864835,ms
All,error rate,painless_dynamic,0.00,%
All,error rate,large_terms,0.00,%
All,Min Throughput,large_filtered_terms,0.79,ops/s
All,Median Throughput,large_filtered_terms,0.79,ops/s
All,Max Throughput,large_filtered_terms,0.80,ops/s
All,50th percentile latency,large_filtered_terms,190189.42736499594,ms
All,90th percentile latency,large_filtered_terms,221985.7989963086,ms
All,99th percentile latency,large_filtered_terms,228087.37213558663,ms
All,100th percentile latency,large_filtered_terms,228849.49993298505,ms
All,50th percentile service time,large_filtered_terms,1228.4141120035201,ms
All,90th percentile service time,large_filtered_terms,1425.356031797128,ms
All,99th percentile service time,large_filtered_terms,1625.8097198733597,ms
All,100th percentile service time,large_filtered_terms,1680.1897160185035,ms
All,error rate,large_filtered_terms,0.00,%
All,Min Throughput,large_prohibited_terms,0.82,ops/s
All,Median Throughput,large_prohibited_terms,0.83,ops/s
All,Max Throughput,large_prohibited_terms,0.84,ops/s
All,50th percentile latency,large_prohibited_terms,178000.4291350051,ms
All,90th percentile latency,large_prohibited_terms,205214.83524731302,ms
All,99th percentile latency,large_prohibited_terms,211379.50844238774,ms
All,100th percentile latency,large_prohibited_terms,212072.07446501707,ms
All,50th percentile service time,large_prohibited_terms,1211.0275220038602,ms
All,90th percentile service time,large_prohibited_terms,1357.4192454922015,ms
All,99th percentile service time,large_prohibited_terms,1502.9078655265039,ms
All,100th percentile service time,large_prohibited_terms,1520.8013750088867,ms
All,error rate,large_prohibited_terms,0.00,%
